File Name,Job Description,label
335997190_1190357864953412_5578909992828109456_n.webp,"B > Aplikasi Terbaik
Google Play

INFO KARIR FRESH GRADUATE

FRESH GRADUATE PROGRAM
PT FREEPORT!

Fresh Graduate Program adalah program
pengembangan karir dari PT Freeport Indonesia
Peo eeroRT = khusus untuk fresh graduate!

Persyaratan untuk melamar : Posisi yang dibuka :

¢ Pendidikan D4, S1, S2 universitas
indonesia atau luar negeri

* IPK minimal 2,8 dari 4,0

* Tidak lebih dari 2 tahun sejak
kelulusan

* Memiliki pengalaman kerja
terbatas (0-2 tahun)

* Bersedia ditempatkan di wilayah
operasi PTFI

@® Kunjungi
https://www.careers-page.com/
freeportindonesia

@ Pilih posisi yang ingin dilamar, klik
""Apply""

@® Baca baik-baik informasi yang
diberikan, dan pilih ""Apply to
Position""

@ lIsi semua data juga pertanyaan yang
diajukan, jangan lupa unggah berkas
yang diminta

© Beri tanda centang pada kolom
pernyataan

© Klik ""Apply""

ee sumber : website freepot, prosple.id, kompas
",bias
333599981_732175991944846_5206062647512438690_n (6).webp,"CREW STORE

Persyaratan

ee

@ @ @é@e

Kirim Berkas Lamaran ke

Sebelum Tanggal 17 Maret 2025
",Non-bias
335617141_1241016730149591_2600159023396415895_n.webp,"ece
eco
eco

ist\wWinne re]

Hea esas

TopLoker,..on

UNIVERSITAS

STEKOM

Kuliahnya Menyenangkan !

REKRUTMEN

DOSEN STEKOM
FULL TIME / PART TIME ONLINE

Universitas Sains dan Teknologi Komputer (Universitas STEKOM) merupakan universi-
tas berbasis teknologi komputer ternama di Jawa Tengah dan memiliki 10 kampus
cabang, antara lain: (1) Kampus JI. Majapahit 605 Semarang, (2) Kampus Jl. Slliwangi
Semarang, (3) Kampus JI. Majapahit 304 Semarang, (4) Kampus Ungaran, (5) Kampus
Sruwen, (6) Kampus Ambarawa, (7) Kampus Kaliwungu Kendal, (8) Kampus Kendal
Kota, (9) Kampus Weleri, dan (10) Kampus Gunungpati Semarang.

| GELAR S2 DESAIN GRAFIS | || PENGIRIMAN BERKAS

1. Berkas yang perlu dikirimkan :
- Surat Lamaran

- CV / Curriculum Vitae
FTKUALIFIKASI DOSEN | es

. Pendidikan minimal S2 ~ Transkrip Nilai
- Pas Foto Terbaru

- Link Youtube (Cth. Pengajaran)
- Dokumen Pendukung lainnya

. Komunikatif dan mampu mengajar
secara online

-Sudah NIDN 2. Berkas tersebut ditujukan via email

. Sudah berjabatan fungsional minimal josephwniversitas@ stekom.ac.id
rektor 200 dengan subjek pengiriman

. Bersedia pindah homebase ke “Loker Dosen Universitas STEKOM”

Universitas STEKOM 3. Seleksi akan dihubungi secara personal

[o)] @universitasstekom iv | @unistekom o Universitas STEKOM
www.stekom.ac.id MM ioseph.universitas@ stekom.ac.id
",Non-bias
335432410_5897812717003397_5179039946028357155_n (1).jpg,"* 13x Goji

NN

We are hiring !!!
g DESAIN
GRAFIS/ILUSTRATOR

FASILITAS
* Makan Siang
* Kenaikan Goji Berdasarkan Kinerja

Kirim Lamaran via email ke:

dengan subjek :
",bias
335602674_767654191165063_7136626919951390858_n (1).webp,"#lowongankerja

*
ied 3

®.
%*

1913
PT HM SAMPOERNA Tbk.

OPEN RECRUITMENT
PT HM SAMPOERNA TBK

Informasi Pendaftaran:

openkerja.com ood openkerja
",Non-bias
335779138_951019972731683_1256610545181097078_n (1).webp,"Asqwinnerr

SD Aeon TopLokerscom
7 nfolokerboyolali.top

POSISI

* SECURITY ¢ PARKING STAFF
* CLEANER & GARDENER ¢ COURIER

KUALIFIKASI

¢ Pria/Wanita usia maks. 40 tahun
« Pendidikan min. SMA/SMK/D3
* Sehat jasmani dan rohani
ooo * Memiliki sikap disiplin, bertanggung jawab, dan integritas yang baik
* Memiliki komunikasi yang baik
¢ Bersedia di tempatkan di Solo, Boyolali, Imogiri, Semarang dan Yogyakarta

SEGERA KIRIMKAN CV KE:

© +6281292271388 / +6281292271389 Subject email : Apply_Posisi_Nama_Lokasi
© recruitment@screeningindonesia.com Closed : 31 Maret 2023

> FB : TopLoker.com IG : @toplokercom linktr.ee/loker.pilihan.top

",bias
335391618_539021718363906_6466955737634477898_n (1).jpg,"Wa. y
Info Loker
Tanggal \.

15 MARET 2023 ! >» |
MRABU

© @lokerspg

",Non-bias
335625638_1457436548121568_1641737031980443308_n (1).webp,"G}kurnia motor pekanbaru Okurniapku.pku M kpmpb@gmailcom
",Non-bias
335009108_982743246025303_7475186643455723498_n.jpg,"— Performa
Staffing
ARE twine
RAFTER
JOB DESC

‘+ Membuot draft gomborteknik soft drawing dan design dengon menggunakon bantuon komputer (CAD)
+ Memastixan bohwa semua gambar CAD such mematuhi peraturan, hukum dan undang-undeng
yang berloku di Q0c
+ Memibuat dan memverifkasi gambor teknik dar desoin teloh sesual dengan permintoan dari customer
san stondar engineering
Melokukan survel site untuk mengumpulkan doto oktvl
+ Membuat gambar As-plon sesuai dengan perencanoan design awe
Membuot gambar As-but sesuai dengon data oktuol derllopangan

QUALIFICATION

Pria/ Wanita, Pencicikon Min SMK (M/E)
Pengoloman Min  Tehun di bidong yang samo

+ Dopat mengoperasikon AUtoCAD & Sketchup (@0 6 30)

Dicipin don bertanggung jawab

‘Bisa bekerje dengon maksimalboik secara individy maupuin teamwork

© |, inicn eV and
{reonutmentelotusgroup.co.d |

Subject Email Atau dapat menghubungi
Peis yang dlomer-nome onda 4987887228779 (Lotua Group)
Jakarta
",bias
335529140_611987834131624_3241897097465134689_n.webp,"Q@ DIsNAKERJA.com @ exonmorn > sister Home — (

skkmigas

Program Rekrutmen Bersama SKK Migas &
KKKS Tahun 2023

« Pendaftaran Online: 15 - 31 Maret 2023
Baca Selengkapnya

Q. www.disnakerja.com

@ i) @disnakerja Foto: ilustrasi pengeboran/google
",Non-bias
335633298_542377404702234_8388021317518635831_n (1).png,"Nyavek Kevje

LOWONGAN PEKERJAAN

KOTA SINGKAWANG

° Lulusan Minimal SMP BER-IJAZAH

° Bagian kecantikan

e Termasuk konsumsi dan tempat tinggal
° Khusus WANITA

e Siap di Training / tidak butuh pengalaman

e Siap Kerja Kontrak dan Niat Bekerja, Jujur,
Teliti, Tekun dan Sabar

° Sehat jasmani & rohani

Kirim lamaran ke

oe ®) 0853-9096-1010

Terima kasih

Jangan Lupa Baca Dengon Teliti!
",bias
334835547_1267976903796655_6345896613112761437_n.webp,"WE ARE
HIRING!

ADMIN ONLINE &
SOCIAL MEDIA

Requirements:

Pendidikan Minimum SMA/SMK

Jujur & Displin

Berpenampilan Rapi

Mampu bekerja dalam team

Mampu bekerja dalam tekanan

Mampu mengoperasikan software desain grafis
minimal canva

Mampu membuat konten untuk sosial media
Mampu membuat video dengan smartphone
Familiar dengan Instagram, Tiktok, Tokopedia, Shopee,
Facebook

Kirim CV Portofolio disertai dengan surat lamaran
hpz.sby@gmail.com | Info 087709232000 / 081222300177

OKER_KOTASURABAYA
",bias
333314235_725282149081761_768217110257659440_n.webp,"WE ARE HIRING

SPB

BAZAAR (EVENT/ PARTIME)

KUALIFIKASI

e Pria Muslim

e Usia 21-28 tahun

e Berpengalaman min 1 tahun dibidangnya
e Percaya diri dan Komunikatif

e Penempatan di Jakarta Pusat

SEND US YOUR CV

hisyamgibran2@gmail.com
subject your Name - SPB Bazaar

or link bit.ly/spbbazaar
",Non-bias
335713844_581965357292058_1647739188949801933_n.jpg,"DIBUTUHKAN SEGERA

DECOR KUE& PEMBUAT ROTI

PERSYARATAN :
1. Pria/ Wanita usia min. 20
2.Diutamakan yang memiliki pengalaman atau pendidikan
di Bidang serupa.
3. Tanggung jawab, niat bekerja, & jujur

FASILITAS :
1.Gaji pokok
2. Bonus
3.THR
4.Mes & Makan siang

kirim CV ke WhatsA pp 088268132728

OVE

",bias
335073313_608135440743950_1133525807739332793_n.jpg,"oh Gmatahari

NOW HIRING!
¥or Lebaran Season

MDS§ Tunjungan Plaza

1. Kasir
3. PAss (Security)
KUAUFIKASI

* Min. Lulusan SMA/K/MA sederajat.
* Memiliki keterampilan komunikasi & selling
skill yang bak
* Berorientasi terhadap kepuasan pelanggan
dan memahami dunia fashion,
+ Memiliki3 bulan pengalaman kerja (formal)
[informal [magang)
+ Usia 18 - 30 tahun.
* Tidak buta warna (parsial / total).
* Menyertakan sertifikat vaksin booster
* Bersedia ditempatkan di Matahari
Tunjungan Plaza Surabaya

2. Pramuniaga

SEGERA DAFTAR MELALUI LINK
http://bit.ly/seasonmatahari523

Siege

PROSES SELEKSI TIDAK DIPUNGUT BIAYA

(© e@storyotmatahari
",Non-bias
335610086_664996601983445_7520581111040201237_n (1).webp,"FICO

ENGINEERING

LOWONGAN PEKERJAAN

PT FICO INDO REKAYASA BERGERAK DIBIDANG MECHANICAL ENGINEERING ( FABRIKASI,
INSTALLAS! STAINLESS STEEL, MAINTENANCE, SERVICE) DENGAN FOKUS INDUSTRI
MAKANAN & MINUMAN DENGAN BASIS DI BEKASI JAWA BARAT

SKILL:
Mengerti dan menguasai rangkain listrik
Bisa membaca wiring diagram listrik arus kuat dan rangkain di panel
Pernah menjadi leader atau supervisor listrik
Mengerti dan bisa estimasi pekerjaan listrik
Bisa membuat laporan pekerjaan yg di lakukan
Familiar terhadap part listrik , contoh kontaktor MCB , MMCB, relay
, inverter dll.

Kualifikasi :

* Pria Usia Min 25 -35 thn

+ Sehat Fisik & Mental

* Minimal Pendidikan D3 berijazah

+ Memiliki sertifikat K3 Electric
KEMENAKER

+ Memiliki attitude yang baik

Kirim ke email:

rekrutmeneficoindo.com
VIA WHATSAPP : 0812-1845-2272

",bias
334320750_1383219142435690_673506363343010280_n (1).webp,"i

II TMT ALAN

Lokasi:

Kantor Kecamatan Cakung.
Jalan Raya Bekasi Km. 23 RT.01 RW. 02, Jakarta Timur

Persyaratan :

Pria/Wanita Warga Negara Indonesia

Pendidikan min. SMA atau sederajat

Berusia maks. 40 tahun

Memiliki SIM C, STNK, dan pajak motor dalam keadaan
aktif (Min. 3 bulan dari tanggal pendaftaran)

Memiliki motor pribadi, kondisi motor dalam standar
pabrik dan tahun produksi diatas tahun 2012
(Diutamakan MATIC/BEBEK)

Menguasai gawai (smartphone) android dengan spesifikasi
RAM 3 GB dan sistem operasi terbaru (Min. Android 6.0+)
Mampu membaca peta atau maps

Sudah divaksin (Min. Tahap 2)

Penempatan: Keuntungan :
AREA + Insentif
JABODETABEK + BPJS Kesehatan

+ BPJS Ketenagakerjaan

Registrasi: bit.ly/Regis-AnterajaxCakung

“
",bias
336218350_724562379454815_1252740099332905004_n.jpg,"elOOkw,
e& Sp

¥
+
a

Nail
Therapist:

Syarat:

+ Perempuan usia maksimal 29 thn

+ SUDAH BERPENGALAMAN DIBIDANG NAIL ART
/ MANICURE PEDICURE

+ Jujur, sabar, sopan , dan komunikatif

-Bisa bekerja dalam team

Fasilitas :
+ Gaji pokok, komisi, THR, tempat tinggal
x

Send your cv and portfolio:
kyrabeautybar@gmail.com
081314825440
",bias
334864880_181947211261566_1677041634490685478_n.webp,"Lowongan
Pekerjaan

Posisi :

TEKNISI MAINTENANCE

Dibutuhkan segera !!_
: Paling Lambat tgl 20
Kualifikasi : Maret 2023.
* Pria/ Wanita. Usia Max. 35 Tahun a
¢ Pendidikan Min. SMK Elektronika / Arus Lemah
¢ Berpengalaman Memperbaiki Perangkat

Elektronik
¢ Jujur dan tanggung jawab
¢ Berwawasan luas dan penampilan menarik
¢ Mampu bekerja di bawah tekanan
¢ Di utamakan Berdomisili Surabaya dan

sekitarnya

Kirimkan Lamaran, CV, Portfolio ke alamat Email :
hrd@wellracom.co.id / abp@wellracom.co.id
atau ke CV. Well Racom Nusantara

JI, Bratang Binangun No.85, Baratajaya, Kec. Gubeng, SBY
CV. WELLRACOM

NUSANTARA
",bias
335278226_1408269789946617_6147214816059097984_n.jpg,"YES:

Sales TO

1 Berusia maksimal 34 tahun
2. Nilai SMA min. 7,0

3. Sudah vaksin 2

4.Memiliki SIM C

5. Penempatan Denpasar, Gianyar, Singaraja,

Negara, dan Karangasem

Benefit:
Gaji UMK ; Uang makan + bensin, Uang sewa motor ; THR;

Tunjangan Jabatan, dan Insentif Penjualan

Driver Pengiriman

1 Berusia maksimal 40 tahun

2. Nilai SMA / SMK min. 6,5

3. Sudah vaksin 2

4.Memiliki SIM B1

5. Penempatan Denpasar / Gianyar

Benefit:
Gaji UMK ; Uang makan ; THR, dan Insentif Pengiriman

: WE ARE
HIRING «~
,

2

Staff Account Receiveable

1 PRIA usia maksimal 28 th

2.S1 Akuntansi, IPK 3,00

3. Memiliki pengalaman lebih disukai
4.Mampun bekerja dibawah tekanan
5. Sudah vaksin 3

6. Penempatan Denpasar Timur

Send your CV and Portfolio to:
recruitment.bali@artaboga.com

082227680844

«Renta

ange

",bias
336033437_1932803723738971_7934230738907145749_n.jpg,"Q SOKKA j

O FIBER

PT Sokka Tama Fiber
Posisi-yvang tersedia :

LLowongan.Asset Management’Controller Fiber Optic
) Lowongan) Helpdesk

(Qualification >
Pendidikan Minimal SMK / Diploma - S1
\y) Memiliki kemampuan administrasi yang baik

lye y- [are

Info'Selengkapnya & Cara Melamar baca di:) >.
Www.gotokerja.com =

Tinh @clickinaja © @eotokerja i

Woligankerjadaninfofmast a
ea Foto : google.com

",bias
335601591_926696688553342_442763504959750244_n (1).jpg,"PANGGILAN KEMANUSIAAN

Layanan Kesehatan Cuma-Cuma (LKC) merupakan lembaga non profit jejaring Dompet Dhuafa
khusus dibidang kesehatan yang melayani kaum dhuafa secara paripurna melalui pengelolaan
dana sosial masyarakat (ZISWAF Zakat, Infag, Waqaf) dan dana sosial perusahaan.

Kami memberikan kesempatan kepada anda sebagai :

Staff Program Kesehatan

Penempatan: LKC Dompet Dhuafa- Pusat
JI. Insinyur haji juanda No.34 Ciputat Mega Mall D-01, Cemp. Putih,
Kee. Ciputat Tim, Kota Tangerang Selatan, Banten - 15412

Persyaratan:
1. PriafWanita, Maks 28 Tahun
2. Pendidikan minimal Strata-1(Bidang Kesehatan),
3. Memiliki pengalaman minimal 1 tahun
di bidang pengelolaan program kesehatan,
4, Mampu mengoperasikan Ms. Office,
5. Memiliki kemampuan komunikasi yang bai
6. ‘Amanah, bertanggung jawab dan dapat
bbekerjasama dengan TIM,
7. Memiliki Passion untuk beraktifitas

di Lembaga Kemanusiaan te =
siniat _,

Ikedompetdhuafa.org
",bias
336007622_198363342799609_7382443454309224113_n.webp,"KUALIFIKASI

SARwno

wo ON

Wanita Max. 28 Tahun.
Berpenampilan Menarik.
Berwawasan tentang medsos.

. Pendidikan $1 atau setara semua jurusan.
. Memiliki akun IG / TikTok aktif.
. Mampu berkomunikasi dengan baik dan menarik

di depan kamera.

. Bersedia tugas keluar kota jika diperlukan.
. Mencantumkan akun IG / TikTok tidak di private.
. Gaji Menarik

. (© @samudra supermarket @ www.samudrasupermarket.id #DestinasiBerbelanjaAnda

",bias
336116419_943657096654504_1888947547299643717_n.webp,"HStWinner | TopLoker.om

Serpateiin, A, signa ngs CAS CED

pe
L
PRIMA TUNGGAL MANDIRI

WE ARE

*Laki-laki

«Min. pendidikan
SMA/sederajat

*Usia maksimal 35 tahun

*Memiliki pengalaman di
bidang yang sama min. 2

ler teliti, komunikatif, dan Salesman

dapat bekerja dengan target
«Memiliki SIM C dan jaminan
material

* Sehat secara jasmani dan
terbiasa bekerja di lapangan.

ne , A a

Bertanggung jawab dalam proses
penjualan produk, proses penagihan
custemer, serta membina hubungan

baik dengan customer

SEND APPLICATION TO EMAIL

karirptmgrup@gmailcom
",bias
333599981_732175991944846_5206062647512438690_n (35).jpg,"CREW STORE

Persyaratan

See e © ee

Kirim Berkas Lamaran ke

Sebelum Tanggal 17 Maret 2023
",Non-bias
335562282_930126591458959_7035050527020054548_n.webp,"J

NOW HIRING SEMUSIM

COFFEE

Requirements:

Full time/ Part time -
Male/ Female max. 27 y.o +
Able to work asa team +
Good attitude +

Domicile Depok +

Let's Join our team,
email your cv to:

semusim.coffeeshop@gmail.com

Subject:
Name_Fulltime/Parttime_Position

",Non-bias
335751241_1679078959161908_6962840145172126506_n.webp,"GlobalcrouP
‘ONBAS (8001

LOWONGAN PEKERJAAN
PT. CAHAYA UTAMA

Kami perusahaan penyediaan tenaga outsourcing (Cleaning Service, Office Boy, Driver,
Security, Receptionist, Administrasi, Teknisi, Warehouse) yang berlokasi di Surabaya,
mencari tenaga profesional untuk posisi :

1. PIC

* PRIA, usia maksimal 35 Tahun

© Pendidikan min D3/S1 sederajat segala jurusan

© Memiliki Sertifikat K3 Umum

© Menguasai microsoft Office

* Siap bekerja dibawah tekanan, teliti, cekatan, dan kooperatif dengan tim
© Memiliki kendaraan sendiri (motor)

* Domisili Gresik

1. Surat Lamaran & CV 5. Pas Foto 4x6 1 lembar

2. Fotocopy Skck Aktif 6. Surat Keterangan Sehat

3. Fotocopy Ijazah Terakhir 7. Sertifikat vaksin D1,D2 & Boster
4. Fotocopy KTP & KK

Kirimkan data Anda melalui:

Email: admsdm_gresik@cahaya-utama.com

Link: https://www.cahayautama.com/formulir-rekrutmen/
Atau SCAN QR CODE DI SAMPING

",bias
335632149_1308313336398741_6198704591235102346_n (1).webp,"Q

LUHUTJAYA

ng, Construction & Supplier

WE ARE

HIRING

LET’S JOIN OUR TEAM

Open Position For:

PT siresurervisor—__ [|

MECHANICAL ELECTRICAL & PLUMBING

QUALIFICATION
- Pria/Wanita, usia maks 30 tahun
- Pendidikan D3/S1 Teknik Elektro/Mesin
4
- Fresh Graduate
- Menguasai program word, excel dan AutoCAD

- Menguasai bahasa inggris dengan baik

rms.tonga@gmail.com

",bias
335959883_1614900832288238_3680366793114655793_n (1).webp,"LOWONGAN
PEKERJAAN

JOIN OUR TEAM

PERSYARATAN

* Pria / Wanita
* Lulusan SMA/SMK Sederajat
Menarik

er
* Memiliki semangat dan keinginan belajar tinggi
* Memiliki kendaraan pres untuk bekerja
* Memiliki handphone prit
+ Mengetahui dunia Eaters jebih di sukai
* Bisa bekerja sama dengan tim

",bias
334835547_1267976903796655_6345896613112761437_n (1).webp,"WE ARE
HIRING!

ADMIN ONLINE &
SOCIAL MEDIA

Requirements:

Pendidikan Minimum SMA/SMK

Jujur & Displin

Berpenampilan Rapi

Mampu bekerja dalam team

Mampu bekerja dalam tekanan

Mampu mengoperasikan software desain grafis
minimal canva

Mampu membuat konten untuk sosial media
Mampu membuat video dengan smartphone
Familiar dengan Instagram, Tiktok, Tokopedia, Shopee,
Facebook

Kirim CV Portofolio disertai dengan surat lamaran
hpz.sby@gmail.com | Info 087709232000 / 081222300177

OKER_KOTASURABAYA
",bias
334612723_179820081467587_5141547815027482047_n.jpg,"| AS
UMR

LOWONGAN

KERJA

Kualifikasi REAR Rie
 Jujur, Disiplin, Pekerja Keras, dan
Bertanggung Jawab Untuk mendattar bias scan

(QR Code berhat
@ Diutamakan memiliki Pengalaman

Benefit Dealer Honda Nusantara Sakti
 Komisi dan Insentif Bulanan Cabang

@ Penghasilan > 5 Juta per bulan NSS Honda Barru

@ Jenjang Karir Depan Misi Pasaraya Barru

Training Jl. Sultan Hasanuddin Blok 6A

Link Pendaftarar
",bias
335416127_196769179719842_7990102559016951220_n.jpg,"We're Hiring !!!

— fr : ‘Y
_SOLOBEAT_
1. Admin Toko

2. Staff Keuangan

Kriteria :
Diutamakan muslimah berhijab yg tat sholat 5 waktu.
Wajib berdomisili tinggal di jogja (Diutamakan KTP jogja,bantul, sleman)
Jujur, niat kerja, komitmen8&good attitude
Khusus staff keuangan Min pendidikn SMK akuntansi
Familiar dg komputer (word, excel)
Diutamakan ada kendaraan pribadi /memiliki sim C.

Lamaran dikirim ke
Fitrisolobeat@gmail.com

CV Solobeat Internasional
Karangkajen MG VII/293 Yogyakarta,

Kontak: +622744285864 (open WA/TLP)

",bias
335404394_124941797051568_851530306309563803_n.jpg,"DATA ENTRY OFFICER

Requirements:

Male/Female

Fresh Graduate are welcome to apply
Computer literate

Attention to detail

Having a good interest in Tourism
Communicate good English
Placement in Bali

RESERVATION & OPERATION
OFFICER

Requirements:

Male/Female

Fresh Graduated are welcome to apply
Computer literate

Communicate good English

Familiarity with domestic travel destinations
Customer service skills

Passionate about travel and tourism
Placement in Bali/Yogyakarta

If you are interested, send your CV to:
hrm.indonesia@happytrailsasia.com

(3 ] TRAVEL CONSULTANT OFFICER

Requirements:

+ Male/Female
Fresh Graduated are welcome to apply
Computer literate
Communicate good English
Good understanding of different tourism
offerings and options
Passionate about travel and tourism.
Placement in Bali/Yogyakarta.

ACCOUNTING OFFICER
Requirements

Male/Female

Having min. 1 year experience as Account Payable or
general accounting experience

Computer literate

Knowledge of relevant accounting software (MYOB)
Superb time management skills and detail
orientation

Good communication and negotiation skills
Communicate good English

Placement in Bali

We thank all candidates for their interest; however only those selected to continue in the process will be contacted.
",Non-bias
335999056_1341009483187631_5372335825560847656_n.webp,"% PIE

PT Global Jet Express (J&T Express)

+ Staff Accounting

* Supervisor Tax

* Staff Account Payable (AP)
* Staff Operasional

* Staff Audit Internal Q www.disnakerja.com

Baca Selengkapnya

()) ©) @disnakerja Foto: jet.co.id
",Non-bias
335566265_1447751559294183_6857124134609083143_n.webp,"ece
eco
eco

ist\wWinne re]

Hea esas

TopLoker,..on

UNIVERSITAS

STEKOM

Kuliahnya Menyenangkan !

REKRUTMEN

DOSEN STEKOM
FULL TIME / PART TIME ONLINE

Universitas Sains dan Teknologi Komputer (Universitas STEKOM) merupakan universi-
tas berbasis teknologi komputer ternama di Jawa Tengah dan memiliki 10 kampus
cabang, antara lain: (1) Kampus JI. Majapahit 605 Semarang, (2) Kampus Jl. Slliwangi
Semarang, (3) Kampus JI. Majapahit 304 Semarang, (4) Kampus Ungaran, (5) Kampus
Sruwen, (6) Kampus Ambarawa, (7) Kampus Kaliwungu Kendal, (8) Kampus Kendal
Kota, (9) Kampus Weleri, dan (10) Kampus Gunungpati Semarang.

| GELAR S2 DESAIN GRAFIS | || PENGIRIMAN BERKAS

1. Berkas yang perlu dikirimkan :
- Surat Lamaran

- CV / Curriculum Vitae
FTKUALIFIKASI DOSEN | es

. Pendidikan minimal S2 ~ Transkrip Nilai
- Pas Foto Terbaru

- Link Youtube (Cth. Pengajaran)
- Dokumen Pendukung lainnya

. Komunikatif dan mampu mengajar
secara online

-Sudah NIDN 2. Berkas tersebut ditujukan via email

. Sudah berjabatan fungsional minimal josephwniversitas@ stekom.ac.id
rektor 200 dengan subjek pengiriman

. Bersedia pindah homebase ke “Loker Dosen Universitas STEKOM”

Universitas STEKOM 3. Seleksi akan dihubungi secara personal

[o)] @universitasstekom iv | @unistekom o Universitas STEKOM
www.stekom.ac.id MM ioseph.universitas@ stekom.ac.id
",Non-bias
334826488_3617246455202324_1533326196202036838_n.jpg,"HARRIS

HARRIS POP! HOTEL FESTIVAL
CITYLINK BANDUNG

HIRING

Posisi: Trainee Housekeeping

Kualifikasi:
Pendidikan minimal SMA

Fresh graduated di perbolehkan melamar
Bertanggungjawab
Disiplin bekerja

Mampu bekerja sama dengan tim

LAMAR DI

",bias
335580710_993298538324210_6349672501170182759_n.webp,"LIVE STREAMER &
CONTENT CREATOR

Wanita maksimal 25 tahun

berdomisili area surabaya barat
Ceriwis, bisa ngomong berjam-jam
Percaya diri dan mampu tampil depan kamera
berani mengulas produk fashion dan senang
berinteraksi dengan banyak orang
Mau belajar dan senang bergaul
jam kerja senin-sabtu 09.00-17.00

Working place:

Grand Harvest, surabaya barat
contact:

10882 91045447 CHICCHOC.ID

@LOKER_KOTASURABAYA
",Non-bias
335447488_516465460651934_3807635805062853036_n.jpg,"Kerja di Perusahaan Kecil Sering
Dianggap Sebelah Mata?

Jangan Gengsi, Ini Manfaatnya

",bias
333478135_155749367372222_4849106070983788010_n.jpg,"AmaA OO Fr

€2/E0/SL

BRASTAGI

Supouma het

We Are

POSISI : IT

kKriteria:

1. Pria maksimal usia 40 Tahun

2. Memiliki pengalaman kerja di bidang terkait
minimal 1 tahun

3. Menguasai SQL

4.Memahami/ familiar dengan bahasa
pemrograman, software & hardware

5. Menguasai Windows, Linux serta teknologi
Virtualisasi

6. Bersedia bekerja sistem shift

7. Sudah melaksanakan Vaksin dosis lengkap
(vaksin 1-3)

Kirim CV dan Lamaran lengkap ke
BRASTAGI SUPERMARKET
JL. Cut Mutia No. 01, Medan

Email : recruitmenbtg@gmail.com
Subject : IT

ole, =

",bias
335583436_200577652620253_6562190850739005002_n.jpg,"Lowongan Kefja

Shopee Xpress
Lokasi: Jabodetabek

Kurir rider

Usia Max 39 Tahun

Pendidikan minimal SMP
Memiliki kendaraan pribadi
Menguasai area kerja yang dipilih
SIM, STNK, dan Pajak aktif
Memiliki rekening pribadi aktif

e

Benefit

range pendapatan perhari
Rp.60.000 - Rp.180.000
asuransi kecelakaan

Contact Person Link Pendaftaran _

Awan 0877-7204-1664 bit.ly/lokerkurir-spxmyr O:

",bias
335584427_147548581566496_3373594337015650053_n.jpg,"SENENG KERJA DI WEEKEND,
MARI LAMAR

PT Bali Polo Klub The Shaba
Membutuhkan Membutuhkan
q
Cashier Yoga Teach
Syarat: Syarat:
¢ Minimal pengalaman kerja 1 e¢ Minimal pengalaman kerja 2-3
tahun diposisi yang sama tahun diposisi yang sama
e Dapat bekerja di akhir pekan ¢ Dapat bekerja di akhir pekan
e Biasa mengoperasikan e Bisa membuat record untuk
komputer student fitness goals
LAMAR DI LAMAR DI

bit.ly/balipoloklubjse bit.ly/theshabajse
",bias
335598878_964635191629064_1864112229467779417_n.jpg,"FIBA
BASKETBALL 4.
WORLD CUP @,
BEA
VOLUNTEER!

FOR MORE INFORMATION
VOLUNTEER@INDONESIA WORLDCUP.BASKETBALL
",Non-bias
335530175_916632282789893_6693648074226425419_n.jpg,"WE’RE
LOOKING FOR
(FINANCE / HRGA MANAGERY),

Our client Jera, the largest power plant company in Japan.
The Finance & HR Manager is responsible for providing support to the
Director in the administration finance, tax, human resources and general
affairs and related functions.

Key Responsibilities :

Manage the administration of finance and
tax relations issues

Manage the administration of general affairs
functions, including office administration
and facilities management

Manage the development, implementation,
and administration of human resources
Policies and procedures

Maintain employees files and assist in the
preparation of human resources policies
and procedures

Manage employee benefits and assist with
the administration of employee insurance
program (BPS and/or others)

Perform other related task as assigned by
the Administrative Office of Jera Asia

4 4 KKK AK

Requirements

Bachelor's degree in Finance and
Accounting

At least 5-10 years of experience in
role

Strong interpersonal, communication dan.
organizational skills

Ability to maintain confidentiality and
handle sensitive information

Proficiency in MS Office and information
systems

Good understanding of Indonesia tax and
labour law

English speaking is mandatory dan Japa-
nese is a plus

‘Send Your Updated CV Te
ronal.tuhatu@magnapenta,com

",Non-bias
333599981_732175991944846_5206062647512438690_n (18).jpg,"We are
HIRING!

( Admin Resepsionis »

JOBDESK

- Menerima panggilan telepon dan menghubungkan ke bagian terkait
- Memberikan informasi melalui telepon jika seseorang bertanya tentang
produk atau jasa perusahaan

- Mengatur pertemuan antara tamu dengan perusahaan

- Menerima dan meneliti informasi tamu yang datang berkunjung
- Mendengarkan keluhan tamu

- Mengelola arsip administrasi berkaitan dengan tamu yang keluar masuk
- Menerima dan meneruskan surat masuk kepada pihak yang dituju

QUALIFICATION

1. Perempuan, usia minimal 21 tahun

2. Pendidikan minimal SMA/SMK

3. Berpenampilan menarik dan rapi

4. Fasih berbahasa inggris atau bahasa asing lainnya baik lisan
maupun tulisan

5. Berperilaku baik, Jujur dan punya integritas

6. Kirim CV dan lamaran ke :

operasionaldsplawgroup@gmail.com

www.dsplawgroup.com
VISIT OUR WEBSITE

OFFICE HUB
",bias
333599981_732175991944846_5206062647512438690_n (59).webp,"STAFF
ADMINISTRAS!
",Non-bias
